SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2600 18th St #6,San Francisco,CA,94110,895000,1,1.5,San Francisco,886,10320,1999,3,1010,470,Active,September-9-2021 04:30 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2600-18th-St-94110/unit-6/home/858722,San Francisco MLS,421591840,N,Y,37.7621059,-122.4084551
MLS Listing,,Condo/Co-op,2675 California St,San Francisco,CA,94115,2525000,3,2.0,San Francisco,2210,3448,1900,3,1143,300,Active,September-9-2021 04:30 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2675-California-St-94115/home/1188469,San Francisco MLS,421591670,N,Y,37.788035,-122.438253
MLS Listing,,Condo/Co-op,2540 Hyde St,San Francisco,CA,94109,1695000,3,1.5,San Francisco,1595,9182,1908,3,1063,430,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2540-Hyde-St-94109/home/1746434,San Francisco MLS,421591418,N,Y,37.8044588,-122.4200102
MLS Listing,,Condo/Co-op,304 Sanchez St,San Francisco,CA,94114,1045000,2,1.0,San Francisco,905,2130,1903,3,1155,500,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/304-Sanchez-St-94114/home/55244558,San Francisco MLS,421590945,N,Y,37.7642232,-122.43106
MLS Listing,,Single Family Residential,160 St Germain Ave,San Francisco,CA,94114,4885000,4,3.5,San Francisco,3065,4996,1941,3,1594,,Active,September-9-2021 05:00 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/160-St-Germain-Ave-94114/home/1360815,San Francisco MLS,421580836,N,Y,37.7575691,-122.4513461
MLS Listing,,Condo/Co-op,617 Broderick St Unit B,San Francisco,CA,94117,2195000,4,4.0,San Francisco,2420,2500,1904,3,907,166,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/617-Broderick-St-94117/unit-B/home/1999608,San Francisco MLS,421586584,N,Y,37.7759379,-122.439995
MLS Listing,,Condo/Co-op,244 15th Ave,San Francisco,CA,94118,1595000,3,2.0,San Francisco,1680,2406,1921,3,949,400,Active,September-11-2021 10:00 AM,September-11-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/244-15th-Ave-94118/home/28939088,San Francisco MLS,421590579,N,Y,37.7835611,-122.473954
MLS Listing,,Condo/Co-op,2390 Hyde St Unit 1B,San Francisco,CA,94109,2300000,2,2.0,San Francisco,1446,5936,1979,3,1591,759,Active,September-9-2021 05:00 PM,September-9-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/2390-Hyde-St-94133/unit-1B/home/114068597,San Francisco MLS,421590040,N,Y,37.8028345,-122.4196275
MLS Listing,,Condo/Co-op,3134 Scott St,San Francisco,CA,94123,1200000,2,1.0,San Francisco,1172,,1912,3,1024,340,Active,September-9-2021 06:30 PM,September-9-2021 07:30 PM,http://www.redfin.com/CA/San-Francisco/3134-Scott-St-94123/home/58214668,San Francisco MLS,421591434,N,Y,37.7988761,-122.44065
MLS Listing,,Single Family Residential,411 Banks St,San Francisco,CA,94110,1450000,4,2.0,San Francisco,1900,1751,1900,3,763,,Active,September-11-2021 10:00 AM,September-11-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/411-Banks-St-94110/home/761218,San Francisco MLS,421563896,N,Y,37.7379008,-122.4126034
MLS Listing,,Multi-Family (2-4 Unit),2125 18th St,San Francisco,CA,94107,1495000,5,3.0,San Francisco,2462,2000,1900,3,607,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2125-18th-St-94107/home/1976458,San Francisco MLS,421588538,N,Y,37.7619664,-122.4038209
MLS Listing,,Single Family Residential,52 Yukon St,San Francisco,CA,94114,3150000,4,4.0,San Francisco,2938,2286,1906,3,1072,,Active,,,http://www.redfin.com/CA/San-Francisco/52-Yukon-St-94114/home/1992967,San Francisco MLS,421590683,N,Y,37.7587883,-122.4423692
MLS Listing,,Condo/Co-op,1880 Bush St,San Francisco,CA,94109,1095000,2,2.0,San Francisco,1154,1903,1900,3,949,395,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1880-Bush-St-94109/home/21966514,San Francisco MLS,421591368,N,Y,37.7878212,-122.4282761
MLS Listing,,Single Family Residential,2013 17th St,San Francisco,CA,94103,1150000,1,1.0,San Francisco,990,2308,1907,3,1162,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2013-17th-St-94103/home/729298,San Francisco MLS,421591060,N,Y,37.7645297,-122.4039829
MLS Listing,,Single Family Residential,275 - 277 Maynard St,San Francisco,CA,94112,1095000,3,2.0,San Francisco,1672,2748,1925,3,655,,Active,September-9-2021 05:30 PM,September-9-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/275-Maynard-St-94112/home/771004,San Francisco MLS,421579326,N,Y,37.7297037,-122.4243602
MLS Listing,,Single Family Residential,34 Otsego Ave,San Francisco,CA,94112,1095000,3,1.0,San Francisco,1395,3140,1924,3,785,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/34-Otsego-Ave-94112/home/697153,San Francisco MLS,421590890,N,Y,37.7268468,-122.4393214
MLS Listing,,Condo/Co-op,1800 Bryant St #113,San Francisco,CA,94110,899000,1,2.0,San Francisco,1124,14972,2000,3,800,572,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1800-Bryant-St-94110/unit-113/home/856391,San Francisco MLS,421590939,N,Y,37.7641196,-122.4108749
MLS Listing,,Condo/Co-op,4101 21st St,San Francisco,CA,94114,1195000,2,1.0,San Francisco,1142,1381,1924,3,1046,,Active,September-9-2021 05:30 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/4101-21st-St-94114/home/11530349,San Francisco MLS,421588309,N,Y,37.7557816,-122.4369232
MLS Listing,,Condo/Co-op,55 28th St,San Francisco,CA,94110,1495000,4,1.5,San Francisco,1420,2946,1909,3,1053,,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/55-28th-St-94110/home/40138686,San Francisco MLS,421590113,N,Y,37.7453977,-122.4233244
MLS Listing,,Single Family Residential,459 Ashbury St,San Francisco,CA,94117,4995000,5,5.5,San Francisco,4270,2656,1893,3,1170,,Active,September-9-2021 05:30 PM,September-9-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/459-Ashbury-St-94117/home/1804635,San Francisco MLS,421587163,N,Y,37.771115,-122.4473652
MLS Listing,,Condo/Co-op,2040 Franklin St #602,San Francisco,CA,94109,865000,1,1.0,San Francisco,800,14332,1966,3,1081,894,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2040-Franklin-St-94109/unit-602/home/1947984,San Francisco MLS,421588008,N,Y,37.7935385,-122.4243837
MLS Listing,,Condo/Co-op,350 Broderick St #211,San Francisco,CA,94117,1350000,2,2.0,San Francisco,1050,49213,2007,3,1286,,Active,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-211/home/22893780,San Francisco MLS,421578951,N,Y,37.773385,-122.4390991
MLS Listing,,Condo/Co-op,720 York St #216,San Francisco,CA,94110,649000,1,1.0,San Francisco,557,21729,1999,4,1165,490,Active,,,http://www.redfin.com/CA/San-Francisco/720-York-St-94110/unit-216/home/1429928,San Francisco MLS,421589684,N,Y,37.7599041,-122.4091837
MLS Listing,,Condo/Co-op,257 Central Ave,San Francisco,CA,94117,995000,2,1.0,San Francisco,1149,,1908,4,866,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/257-Central-Ave-94117/home/599436,San Francisco MLS,421591750,N,Y,37.7720961,-122.4441792
MLS Listing,,Condo/Co-op,184 Locksley Ave #3,San Francisco,CA,94122,690000,1,1.0,San Francisco,,5797,1964,4,,350,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/184-Locksley-Ave-94122/unit-3/home/170557967,San Francisco MLS,421589273,N,Y,37.7569137,-122.4626023
MLS Listing,,Condo/Co-op,8 Buchanan St #200,San Francisco,CA,94102,999000,2,2.0,San Francisco,,21140,2014,4,,644,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-200/home/110051315,San Francisco MLS,421591769,N,Y,37.7699896,-122.426517
MLS Listing,,Condo/Co-op,1034 Chestnut St,San Francisco,CA,94109,3500000,3,2.0,San Francisco,,3743,1940,4,,413,Active,,,http://www.redfin.com/CA/San-Francisco/1034-Chestnut-St-94109/home/1215964,San Francisco MLS,421588888,N,Y,37.80312,-122.420515
MLS Listing,,Single Family Residential,427 Flood Ave,San Francisco,CA,94112,1295000,3,1.0,San Francisco,1304,3375,1922,4,993,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/427-Flood-Ave-94112/home/693481,San Francisco MLS,421588345,N,Y,37.72967,-122.4495105
MLS Listing,,Multi-Family (2-4 Unit),1496 SILVER Ave,San Francisco,CA,94134,1490000,6,3.5,San Francisco,2720,1796,1977,5,548,,Active,,,http://www.redfin.com/CA/San-Francisco/1496-Silver-Ave-94134/home/769879,MLSListings,ML81861324,N,Y,37.7319465,-122.4066589
MLS Listing,,Condo/Co-op,338 Main St Unit 8H,SAN FRANCISCO,CA,94105,1149000,1,1.0,SAN FRANCISCO,854,,2016,5,1345,1122,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-8H/home/109315451,MLSListings,ML81861314,N,Y,37.7886733,-122.3914178
MLS Listing,,Condo/Co-op,2130 Leavenworth St #2,San Francisco,CA,94133,550000,1,1.0,San Francisco,,5156,1924,5,,510,Active,September-12-2021 11:00 AM,September-12-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/2130-Leavenworth-St-94133/unit-2/home/1560803,San Francisco MLS,421591655,N,Y,37.8008363,-122.4173658
MLS Listing,,Condo/Co-op,1177 California St #1002,San Francisco,CA,94108,599000,1,1.0,San Francisco,511,31662,1978,6,1172,1002,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1002/home/548001,San Francisco MLS,421590715,N,Y,37.7913209,-122.4137552
MLS Listing,,Single Family Residential,1425 7th Ave,San Francisco,CA,94122,1925000,5,2.0,San Francisco,2294,3000,1910,6,839,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1425-7th-Ave-94122/home/2000109,San Francisco MLS,421587543,N,Y,37.7617205,-122.4642166
MLS Listing,,Condo/Co-op,4358 23rd St,San Francisco,CA,94114,1295000,3,1.0,San Francisco,,,1906,6,,366,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/4358-23rd-St-94114/home/1648428,San Francisco MLS,421590634,N,Y,37.7527959,-122.43992
MLS Listing,,Condo/Co-op,1335 Union St #1,San Francisco,CA,94109,799000,1,1.0,San Francisco,926,6500,1923,6,863,425,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1335-Union-St-94109/unit-1/home/176312546,San Francisco MLS,421591461,N,Y,37.7984775,-122.4213208
MLS Listing,,Single Family Residential,24 Edith St,San Francisco,CA,94133,2995000,3,3.0,San Francisco,2620,1306,1907,6,1143,,Active,,,http://www.redfin.com/CA/San-Francisco/24-Edith-St-94133/home/1545210,San Francisco MLS,421588124,N,Y,37.8029214,-122.4085027
MLS Listing,,Multi-Family (5+ Unit),700 Page St,San Francisco,CA,94117,5700000,0,,San Francisco,7926,2560,1912,6,719,,Active,,,http://www.redfin.com/CA/San-Francisco/700-Page-St-94117/home/941479,San Francisco MLS,421591470,N,Y,37.773012,-122.432491
MLS Listing,,Single Family Residential,2478 36th Ave,San Francisco,CA,94116,1495000,3,1.5,San Francisco,1855,3000,1912,6,806,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2478-36th-Ave-94116/home/660772,San Francisco MLS,421586743,N,Y,37.7408297,-122.493577
MLS Listing,,Single Family Residential,1362 23rd Ave,San Francisco,CA,94122,1495000,4,1.5,San Francisco,1579,3000,1923,6,947,,Active,,,http://www.redfin.com/CA/San-Francisco/1362-23rd-Ave-94122/home/1724752,San Francisco MLS,421586744,N,Y,37.7622237,-122.4810652
MLS Listing,,Condo/Co-op,1221 Harrison St #21,San Francisco,CA,94103,1090000,1,2.0,Mission,1404,,2004,6,776,756,Active,,,http://www.redfin.com/CA/San-Francisco/1221-Harrison-St-94103/unit-21/home/1196987,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965812,N,Y,37.7731279,-122.4087672
MLS Listing,,Single Family Residential,540 Texas St,San Francisco,CA,94107,2159000,3,3.5,San Francisco,1852,2495,1926,6,1166,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/540-Texas-St-94107/home/1184446,San Francisco MLS,421590825,N,Y,37.7594735,-122.3955114
MLS Listing,,Multi-Family (5+ Unit),1000 Union St,San Francisco,CA,94133,16500000,0,,San Francisco,24535,6188,1913,6,673,,Active,,,http://www.redfin.com/CA/San-Francisco/1000-Union-St-94133/home/2020643,San Francisco MLS,421590940,N,Y,37.799967,-122.4160657
MLS Listing,,Condo/Co-op,3014 26th St,San Francisco,CA,94110,1495000,3,2.0,San Francisco,1200,1624,1900,6,1246,300,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/3014-26th-St-94110/home/12445008,San Francisco MLS,421581472,N,Y,37.7496429,-122.4102226
MLS Listing,,Single Family Residential,345 Allison St,SAN FRANCISCO,CA,94112,993000,4,2.0,SAN FRANCISCO,1722,2996,1949,6,577,,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/345-Allison-St-94112/home/1248934,MLSListings,ML81861187,N,Y,37.7107016,-122.440697
MLS Listing,,Condo/Co-op,1310 Fillmore St #1105,San Francisco,CA,94115,898000,1,1.0,San Francisco,749,52938,2007,6,1199,832,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-1105/home/17305236,BAREIS,421591346,N,Y,37.7816647,-122.4321387
MLS Listing,,Condo/Co-op,2015 Buchanan St,San Francisco,CA,94115,1499000,3,2.0,San Francisco,1222,2152,1890,6,1227,,Active,,,http://www.redfin.com/CA/San-Francisco/2015-Buchanan-St-94115/home/845619,San Francisco MLS,421590941,N,Y,37.788915,-122.430731
MLS Listing,,Condo/Co-op,272 Topaz Way,San Francisco,CA,94131,1500000,3,2.5,San Francisco,1875,799,1976,6,800,465,Active,,,http://www.redfin.com/CA/San-Francisco/272-Topaz-Way-94131/home/842128,San Francisco MLS,421591314,N,Y,37.7404747,-122.4382971
MLS Listing,,Condo/Co-op,65 Ora Way Unit C207,San Francisco,CA,94131,379208,1,1.0,San Francisco,684,7397,1975,6,554,655,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/65-Ora-Way-94131/unit-C207/home/1615584,San Francisco MLS,421583821,N,Y,37.7411447,-122.4373902
MLS Listing,,Condo/Co-op,1108 Shotwell St Unit A,San Francisco,CA,94110,849000,1,1.0,San Francisco,,2427,,6,,197,Active,,,http://www.redfin.com/CA/San-Francisco/1108-Shotwell-St-94110/unit-A/home/148072115,San Francisco MLS,421568884,N,Y,37.7506393,-122.4151335
MLS Listing,,Single Family Residential,524 Oak St,San Francisco,CA,94102,2690000,5,3.5,San Francisco,,2950,,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/524-Oak-St-94102/home/1507381,San Francisco MLS,421572962,N,Y,37.7744976,-122.4287416
MLS Listing,,Condo/Co-op,3814 Cesar Chavez St,San Francisco,CA,94131,1395000,2,,San Francisco,1191,1790,1917,6,1171,250,Active,September-9-2021 05:30 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/3814-Cesar-Chavez-94131/home/1066029,BAREIS,421586615,N,Y,37.7479597,-122.4253199
MLS Listing,,Condo/Co-op,250 26th Ave,San Francisco,CA,94121,1795000,4,2.0,San Francisco,1780,2999,1911,6,1008,445,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/250-26th-Ave-94121/home/109464654,San Francisco MLS,421591279,N,Y,37.7847448,-122.4858878
MLS Listing,,Condo/Co-op,88 Townsend St #101,SAN FRANCISCO,CA,94107,949000,1,1.0,SAN FRANCISCO,838,,2004,6,1132,625,Active,,,http://www.redfin.com/CA/San-Francisco/88-Townsend-St-94102/unit-101/home/12401548,MLSListings,ML81861131,N,Y,37.7811985,-122.3906654
MLS Listing,,Single Family Residential,1423 York St,San Francisco,CA,94110,1195000,3,2.0,San Francisco,1530,2500,1923,6,781,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1423-York-St-94110/home/1997396,San Francisco MLS,421591076,N,Y,37.7493608,-122.4076697
MLS Listing,,Vacant Land,1000 Broadway St,San Francisco,CA,94133,13000000,0,,San Francisco,,5417,,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/1000-Broadway-94133/home/49537203,San Francisco MLS,421590730,N,Y,37.7971561,-122.4137494
MLS Listing,,Multi-Family (2-4 Unit),616 - 618 Lombard St,San Francisco,CA,94133,2290000,5,,San Francisco,2636,2025,1909,6,869,,Active,,,http://www.redfin.com/CA/San-Francisco/616-Lombard-St-94133/home/543281,San Francisco MLS,421591210,N,Y,37.8031647,-122.411839
MLS Listing,,Single Family Residential,127 Ramsell St,San Francisco,CA,94132,899000,3,1.5,San Francisco,1293,2495,1941,6,695,,Active,September-9-2021 04:00 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/127-Ramsell-St-94132/home/1398300,San Francisco MLS,421590235,N,Y,37.7130344,-122.4664721
MLS Listing,,Single Family Residential,2345 27th Ave,San Francisco,CA,94116,1188000,2,1.0,San Francisco,1380,3219,1926,6,861,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2345-27th-Ave-94116/home/1725332,San Francisco MLS,421588358,N,Y,37.7436655,-122.4846464
MLS Listing,,Single Family Residential,212 Charter Oak Ave,San Francisco,CA,94124,799000,4,2.0,San Francisco,1505,1746,1945,6,531,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/212-Charter-Oak-Ave-94124/home/1016012,San Francisco MLS,421588179,N,Y,37.7340247,-122.4047607
MLS Listing,,Single Family Residential,453 Marietta Dr,San Francisco,CA,94127,1495000,3,2.0,San Francisco,1428,3384,1958,6,1047,,Active,,,http://www.redfin.com/CA/San-Francisco/453-Marietta-Dr-94127/home/1917076,San Francisco MLS,421591216,N,Y,37.7379322,-122.4450018
MLS Listing,,Condo/Co-op,1050 North Point St #1806,San Francisco,CA,94109,925000,1,1.0,San Francisco,,26400,1963,7,,1010,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1050-N-Point-St-94109/unit-1806/home/12400801,San Francisco MLS,421590719,N,Y,37.8053959,-122.4248482
MLS Listing,,Single Family Residential,1125 Vicente St,San Francisco,CA,94116,998000,3,1.5,San Francisco,2018,2495,1936,7,495,,Active,September-11-2021 12:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1125-Vicente-St-94116/home/175630532,San Francisco MLS,421591141,N,Y,37.7390573,-122.4791308
MLS Listing,,Multi-Family (2-4 Unit),19 - 21 Cortland Ave,San Francisco,CA,94110,1195000,9,4.0,San Francisco,3100,2625,1902,7,385,,Active,,,http://www.redfin.com/CA/San-Francisco/19-Cortland-Ave-94110/home/760333,San Francisco MLS,421581747,N,Y,37.7410208,-122.4221981
MLS Listing,,Condo/Co-op,12 Avalon Ave #4,San Francisco,CA,94112,749000,2,2.0,San Francisco,1120,6920,1979,7,669,451,Active,,,http://www.redfin.com/CA/San-Francisco/12-Avalon-Ave-94112/unit-4/home/55244501,San Francisco MLS,421589932,N,Y,37.7273895,-122.432431
MLS Listing,,Condo/Co-op,555 Innes Ave #309,San Francisco,CA,94124,649900,1,1.0,Bayview,790,,2016,7,823,479,Active,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-309/home/114010587,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965650,N,Y,37.7281082,-122.3692429
MLS Listing,,Multi-Family (2-4 Unit),379 - 381 27th Ave,San Francisco,CA,94121,1799000,0,,San Francisco,3130,3000,1923,7,575,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/379-27th-Ave-94121/home/1189576,San Francisco MLS,421589955,N,Y,37.7823248,-122.4873736
MLS Listing,,Multi-Family (2-4 Unit),2428 - 2432 Fulton St,San Francisco,CA,94118,2450000,6,3.0,San Francisco,4275,3438,1911,7,573,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2428-Fulton-St-94118/home/1839079,San Francisco MLS,421590661,N,Y,37.7747496,-122.4569964
MLS Listing,,Single Family Residential,1801 Geneva Ave,San Francisco,CA,94134,745000,2,1.0,San Francisco,799,1683,1946,7,932,,Active,,,http://www.redfin.com/CA/San-Francisco/1801-Geneva-Ave-94134/home/1511349,San Francisco MLS,421590926,N,Y,37.7100576,-122.4242058
MLS Listing,,Multi-Family (5+ Unit),11 Crestline Dr,San Francisco,CA,94131,2500000,0,,San Francisco,3882,5001,1963,7,644,,Active,,,http://www.redfin.com/CA/San-Francisco/11-Crestline-Dr-94131/home/1758131,San Francisco MLS,421585864,N,Y,37.7492279,-122.4452752
MLS Listing,,Multi-Family (2-4 Unit),2391 - 2393 30th Ave,San Francisco,CA,94116,1495000,4,,San Francisco,2250,1437,1945,7,664,,Active,September-9-2021 05:00 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2391-30th-Ave-94116/home/2008161,San Francisco MLS,421590529,N,Y,37.7427346,-122.4877114
MLS Listing,,Single Family Residential,338 Vernon St,San Francisco,CA,94132,999000,3,2.0,Merced Heights,1250,2500,1944,7,799,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/338-Vernon-St-94132/home/1096105,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965571,N,Y,37.7186319,-122.4678873
MLS Listing,,Single Family Residential,86 Idora Ave,San Francisco,CA,94127,1895000,4,4.0,San Francisco,2943,3101,1928,7,644,,Active,,,http://www.redfin.com/CA/San-Francisco/86-Idora-Ave-94127/home/1800307,San Francisco MLS,421589485,N,Y,37.7445689,-122.4561782
MLS Listing,,Single Family Residential,730 - 732 27th Ave,San Francisco,CA,94121,1095000,3,,San Francisco,1850,2962,1922,7,592,,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/730-27th-Ave-94121/home/1189933,San Francisco MLS,421590869,N,Y,37.7755682,-122.4862467
MLS Listing,,Condo/Co-op,1160 Mission St #1613,San Francisco,CA,94103,1200000,2,2.0,San Francisco,1131,43557,2008,7,1061,972,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1613/home/17306097,San Francisco MLS,421590838,N,Y,37.7786972,-122.4126145
MLS Listing,,Condo/Co-op,759 Grove St #759,San Francisco,CA,94102,725000,2,1.0,San Francisco,940,1938,1890,7,771,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/759-Grove-St-94102/unit-759/home/176293731,San Francisco MLS,421589445,N,Y,37.7768822,-122.4290664
MLS Listing,,Condo/Co-op,290 Red Rock Way Unit A,San Francisco,CA,94131,899000,4,2.5,San Francisco,1513,,1964,7,594,1252,Active,,,http://www.redfin.com/CA/San-Francisco/290-Red-Rock-Way-94131/unit-A/home/175110771,San Francisco MLS,421587887,N,Y,37.7460707,-122.443033
MLS Listing,,Single Family Residential,76 Bronte St,San Francisco,CA,94110,2095000,3,3.0,San Francisco,1748,1751,1940,7,1199,,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/76-Bronte-St-94110/home/1240678,San Francisco MLS,421589661,N,Y,37.7385366,-122.4104132
MLS Listing,,Condo/Co-op,601 Van Ness Ave #1030,San Francisco,CA,94102,628888,1,,San Francisco,672,105806,1982,8,936,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1030/home/578718,San Francisco MLS,421590810,N,Y,37.7813653,-122.4215253
MLS Listing,,Single Family Residential,1011 Hollister Ave,San Francisco,CA,94124,1149000,3,2.0,San Francisco,1269,2500,1964,8,905,,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1011-Hollister-Ave-94124/home/1231643,San Francisco MLS,421590806,N,Y,37.7186696,-122.3909531
MLS Listing,,Vacant Land,301 Alemany Blvd,San Francisco,CA,94110,4995000,0,,San Francisco,,100374,,8,,,Active,,,http://www.redfin.com/CA/San-Francisco/301-Alemany-Blvd-94110/home/110064228,San Francisco MLS,421590085,N,Y,37.731027,-122.416359
MLS Listing,,Single Family Residential,250 Casitas Ave,San Francisco,CA,94127,2895000,5,4.5,San Francisco,5434,6486,,8,533,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/250-Casitas-Ave-94127/home/1102263,San Francisco MLS,421590702,N,Y,37.7364846,-122.4604573
MLS Listing,,Multi-Family (2-4 Unit),1145 - 1155 Hyde St,San Francisco,CA,94109,3995000,11,4.5,San Francisco,6400,4575,1909,8,624,,Active,,,http://www.redfin.com/CA/San-Francisco/1145-Hyde-St-94109/home/1594188,San Francisco MLS,421590717,N,Y,37.7916166,-122.4178002
MLS Listing,,Condo/Co-op,400 Bristol Ct #427,San Francisco,CA,94130,1850000,2,2.0,San Francisco,1411,,,8,1311,1367,Active,,,http://www.redfin.com/CA/San-Francisco/1-Yerba-Buena-Rd-94130/unit-427/home/176287503,San Francisco MLS,421590712,N,Y,37.8108709,-122.3668348
MLS Listing,,Single Family Residential,450 Los Palmos Dr,San Francisco,CA,94127,1575000,3,2.0,San Francisco,1676,2260,1947,8,940,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/450-Los-Palmos-Dr-94127/home/1517827,San Francisco MLS,421590594,N,Y,37.734603,-122.4519839
